#time Energy  KinecticEnergy  PotentialEnergy Rg  D
94000	-0.185374	2.509539	-2.694913	1.638483	4.817125
95000	-0.189340	1.567977	-1.757317	1.562948	4.775517
96000	-0.193071	1.815900	-2.008972	1.570049	4.438513
97000	-0.196531	1.432119	-1.628649	1.677179	4.885376
98000	-0.200337	1.756395	-1.956731	1.750253	5.070290
99000	-0.204941	1.539864	-1.744806	1.641861	4.375967
100000	-0.209685	2.913977	-3.123662	1.564625	3.693527
101000	-0.214167	1.900051	-2.114219	1.501380	3.905568
102000	-0.217178	1.485224	-1.702402	1.601547	4.282060
103000	-0.220295	2.136665	-2.356959	1.570225	3.503590
104000	-0.224813	1.510787	-1.735599	1.507406	2.393513
105000	-0.228759	2.211569	-2.440327	1.442814	1.956668
106000	-0.232887	2.059041	-2.291928	1.436602	2.023290
107000	-0.237452	1.971834	-2.209286	1.398492	2.002953
108000	-0.241803	1.668300	-1.910103	1.444924	2.244227
109000	-0.246502	2.255403	-2.501905	1.470693	2.517798
110000	-0.251006	2.610031	-2.861037	1.481883	2.434455
111000	-0.255751	2.061871	-2.317621	1.428357	2.443132
112000	-0.260393	1.398617	-1.659011	1.503404	2.424330
113000	-0.264594	2.836103	-3.100697	1.509189	2.899815
114000	-0.269241	2.310545	-2.579786	1.512114	3.019437
115000	-0.273496	2.266407	-2.539903	1.528405	2.799248
116000	-0.277374	2.220365	-2.497740	1.434823	2.959558
117000	-0.281908	1.762635	-2.044543	1.566355	3.485505
118000	-0.286230	2.623119	-2.909349	1.590667	3.930534
119000	-0.290932	3.241737	-3.532669	1.619444	4.106944
120000	-0.295491	2.697561	-2.993053	1.646231	3.988517
121000	-0.300035	1.414560	-1.714595	1.558897	4.108973
122000	-0.304291	2.115808	-2.420099	1.562991	4.129807
123000	-0.308221	2.349367	-2.657588	1.661280	4.370973
124000	-0.312447	1.957668	-2.270115	1.654744	4.246512
125000	-0.316463	1.785981	-2.102444	1.493015	3.477771
126000	-0.321374	3.000145	-3.321519	1.525672	3.227774
127000	-0.326486	3.214436	-3.540922	1.504480	2.452737
128000	-0.331203	2.977443	-3.308646	1.450547	2.011776
129000	-0.335988	2.871066	-3.207054	1.542260	2.730998
130000	-0.340473	2.104844	-2.445316	1.581585	3.378148
131000	-0.344814	2.454238	-2.799052	1.640431	3.810946
132000	-0.349353	1.963491	-2.312844	1.619596	3.777554
133000	-0.353688	1.859377	-2.213065	1.553505	3.669857
134000	-0.357801	2.501836	-2.859637	1.452275	3.560229
135000	-0.362145	1.738668	-2.100813	1.541387	3.774615
136000	-0.366861	1.789050	-2.155911	1.543335	4.057548
137000	-0.370488	1.695965	-2.066454	1.619379	4.220164
138000	-0.373674	1.193940	-1.567615	1.698992	4.753890
139000	-0.377190	1.720075	-2.097264	1.783619	5.025490
140000	-0.379906	0.984277	-1.364183	1.947791	5.644857
141000	-0.382351	1.195814	-1.578165	2.005145	5.873441
142000	-0.384422	1.352642	-1.737065	2.077355	6.082090
143000	-0.386513	1.086214	-1.472727	2.134686	6.192711
144000	-0.388659	0.745208	-1.133867	2.127055	6.589956
145000	-0.390698	1.018704	-1.409402	2.182149	6.761298
146000	-0.392852	1.204111	-1.596963	2.181340	6.479588
147000	-0.394849	0.971307	-1.366156	2.198380	6.338245
148000	-0.396885	0.911699	-1.308584	2.190530	6.319538
149000	-0.399016	1.144632	-1.543648	2.120126	6.315849
150000	-0.401069	0.959168	-1.360237	2.154264	6.224154
151000	-0.403449	1.346812	-1.750261	2.239432	6.013291
152000	-0.406496	1.838157	-2.244653	2.263292	5.664469
153000	-0.409845	1.188611	-1.598457	2.163169	5.559973
154000	-0.412899	1.920500	-2.333400	2.138158	5.574824
155000	-0.416271	1.583717	-1.999987	2.028354	5.383793
156000	-0.419620	1.543200	-1.962820	1.876055	5.110537
157000	-0.422915	1.429432	-1.852347	1.685191	4.701634
158000	-0.426927	2.213562	-2.640490	1.484116	3.779397
159000	-0.431493	2.340615	-2.772108	1.524790	4.084788
160000	-0.436485	1.982804	-2.419289	1.684703	3.925377
161000	-0.440842	2.590345	-3.031187	1.718276	3.912278
162000	-0.445232	2.515103	-2.960335	1.699458	3.980655
163000	-0.449586	3.060693	-3.510279	1.614071	4.013921
164000	-0.454163	2.237114	-2.691277	1.513104	4.163926
165000	-0.458377	2.559807	-3.018184	1.583100	3.990698
166000	-0.462820	1.958982	-2.421802	1.738976	4.271437
167000	-0.465854	1.376369	-1.842223	1.806306	4.712797
168000	-0.468846	1.438902	-1.907748	1.805661	4.841565
169000	-0.471663	1.210895	-1.682558	1.910072	5.207887
170000	-0.474698	1.094889	-1.569587	1.854002	5.267750
171000	-0.477442	1.132727	-1.610170	1.823031	5.382509
172000	-0.480521	1.261271	-1.741792	1.773473	5.550565
173000	-0.483432	1.775084	-2.258516	1.816223	5.633414
174000	-0.486265	1.874851	-2.361116	1.829433	5.674198
175000	-0.488928	0.823948	-1.312876	1.908160	6.221561
176000	-0.490933	1.301848	-1.792781	1.963290	6.150586
177000	-0.493540	1.171511	-1.665051	1.922177	5.925417
178000	-0.496281	1.506326	-2.002606	1.936828	5.733134
179000	-0.499328	1.442318	-1.941646	1.863674	5.664382
180000	-0.502558	1.544930	-2.047488	1.871463	5.946246
181000	-0.505851	0.872390	-1.378242	1.789782	5.603960
182000	-0.508796	0.855449	-1.364246	1.857468	5.897734
183000	-0.511717	1.020499	-1.532216	1.869974	5.897020
184000	-0.514808	1.500190	-2.014998	1.933489	5.950193
185000	-0.517230	0.892417	-1.409646	1.909486	5.912913
186000	-0.520123	1.279755	-1.799878	1.861084	5.907269
187000	-0.523027	1.463138	-1.986165	1.835047	5.910253
188000	-0.526102	1.311063	-1.837165	1.931902	5.870182
189000	-0.528934	1.310445	-1.839380	1.913611	5.714934
190000	-0.531872	1.218334	-1.750205	1.923144	5.649729
191000	-0.534755	1.154950	-1.689705	1.878473	5.439911
192000	-0.537295	1.143567	-1.680862	1.869750	5.133809
193000	-0.539643	1.537336	-2.076979	1.822603	5.037091
194000	-0.542538	1.735281	-2.277818	1.758632	4.934025
195000	-0.545887	1.660390	-2.206278	1.714262	4.760786
196000	-0.548853	1.273351	-1.822204	1.692350	4.445722
197000	-0.551876	1.985136	-2.537012	1.566271	3.688520
198000	-0.556143	2.528576	-3.084719	1.585777	3.136363
199000	-0.560977	2.304079	-2.865057	1.636188	2.937787
